Date,MaxTemperature,MeanTemperature,MinTemperature,RHumidity,Rainfall,WindSpeed,Demand(MW)
1/1/2016,27.6,19.7,14.5,75,0,3.3,235
1/2/2016,28.2,19.5,13.9,73,0,3,251
1/3/2016,27,19.1,13.3,74,0,2,244
1/4/2016,27.7,19.3,14.1,72,0,2.5,242
1/5/2016,26.8,19.4,14.2,73,0,2,251
1/6/2016,26.6,19.1,14.6,76,0,2,244
1/7/2016,26.4,19.2,14.2,76,0,3,245
1/8/2016,26.3,19.3,14.5,76,0,2,239
1/9/2016,20.6,17.3,15.4,87,0,3,252
1/10/2016,24.9,18.7,15.3,76,0,4,236
1/11/2016,26,18.4,13,73,0,2,251
1/12/2016,25,17.7,13.2,79,0,2,255
1/13/2016,24.5,16.8,11.6,78,0,3,250
1/14/2016,24.4,17.4,13,79,0,2,244
1/15/2016,25.2,17.8,12.6,77,0,2,240
1/16/2016,24.2,17.7,13.7,78,0,3,132
1/17/2016,25.4,18,13,76,0,2,241
1/18/2016,25,18.1,13.4,74,0,2,247
1/19/2016,26.6,18.8,13.3,72,0,2,252
1/20/2016,18.4,16.2,15.8,91,0,2,190
1/21/2016,23.3,18,14.4,87,11,3,239
1/22/2016,22,16.6,13.7,89,0,2,226
1/23/2016,21.6,16.5,14.3,85,0,4,246
1/24/2016,20.7,15.8,11.4,91,0,2,251
1/25/2016,23.8,16.7,13.3,83,0,2,253
1/26/2016,22.9,15.5,12.3,84,0,5,252
1/27/2016,23.1,15.3,10.3,76,0,2,241
1/28/2016,25.1,17.9,11.2,63,0,4,247
1/29/2016,25.2,17.8,12.3,64,0,2.5,240
1/30/2016,24.7,17.8,12.6,76,0,2,252
1/31/2016,23.5,18.5,14,76,0,2.5,247
2/1/2016,25,19.8,16,82,0,3,243
2/2/2016,25.2,19.7,16.2,89,0,3,246
2/3/2016,26.2,19.6,16.5,84,0,3,244
2/4/2016,27.3,19.6,14.4,69,0,2.5,248
2/5/2016,27.1,18.8,13.8,67,0,4.5,235
2/6/2016,28.4,19.7,13.6,68,0,2,253
2/7/2016,28.2,20.7,13.9,73,0,2,246
2/8/2016,30.1,21.9,15.5,66,0,3,256
2/9/2016,27.3,21.6,17.8,74,0,2,248
2/10/2016,27.8,21.7,18.4,81,0,3,242
2/11/2016,27.3,21.7,17.5,81,0,5,249
2/12/2016,22.3,19.4,17.5,84,8,5,238
2/13/2016,29.1,21.2,16.3,71,0,2.5,239
2/14/2016,30.1,22,16,65,0,4.5,250
2/15/2016,31.5,23.1,16.8,66,0,3.3,254
2/16/2016,31,23,17.6,67,0,3,255
2/17/2016,31.1,23.4,17.9,64,0,2,260
2/18/2016,31,23.8,18.5,66,0,3,257
2/19/2016,31.2,24.4,19.4,69,0,2,256
2/20/2016,31,25.5,20.7,73,0,2,284
2/21/2016,31,25.9,23,81,0,2,275
2/22/2016,29.8,24,22.2,65,17,2,262
2/23/2016,30.5,24.4,17.6,74,0,3,266
2/24/2016,27.6,22.7,20.6,82,1,2,235
2/25/2016,27.8,22.4,19.6,78,2,3,243
2/26/2016,30.9,24.2,18.5,66,0,2,250
2/27/2016,32.5,24.3,18.8,64,0,2,257
2/28/2016,32.7,24.7,18.1,55,0,8,262
2/29/2016,32.8,24.4,18.2,56,0,2,258
3/1/2016,32.6,24.2,18.4,59,0,6,257
3/2/2016,32.3,24.7,18.6,64,0,2,267
3/3/2016,32.1,24.9,19.8,64,0,2,272
3/4/2016,32,25.5,20.8,67,0,4.5,267
3/5/2016,30.1,25,20.5,69,0,2.5,275
3/6/2016,33.5,26.3,20.6,62,0,3,251
3/7/2016,32.5,25.6,19.5,62,0,3,266
3/8/2016,32.5,25.7,20,66,0,3,276
3/9/2016,33.7,26.8,20.8,69,0,4,295
3/10/2016,32.8,26.9,22.8,71,0,3,272
3/11/2016,33,26.2,22.5,75,0,2,286
3/12/2016,32.8,26.6,22,70,0,2,277
3/13/2016,32,26.1,22.6,74,0,2,280
3/14/2016,32.3,25,20,71,0,2.5,288
3/15/2016,33.2,25.9,20.2,64,0,7,285
3/16/2016,32.5,25.6,20.6,60,0,4,246
3/17/2016,34,25.7,19.3,57,0,2.5,260
3/18/2016,33.6,25.4,18.5,47,0,4.5,268
3/19/2016,32.3,26.3,19.9,57,0,2.5,279
3/20/2016,31.2,25.1,19.9,78,22,5.5,266
3/21/2016,27.4,22.9,20,86,14,5.5,214
3/22/2016,32.6,25.4,20.2,70,38,6,266
3/23/2016,32.5,25.9,20.4,61,0,6,274
3/24/2016,33.6,26,21,63,0,3.5,285
3/25/2016,35.5,27.2,21.1,60,0,6,278
3/26/2016,34.4,27.3,21,58,0,3.5,299
3/27/2016,32.8,27.2,23,70,0,3,283
3/28/2016,22.8,21,20.5,93,27,5.3,211
3/29/2016,29,24.2,18.8,84,11,5,272
3/30/2016,31.4,25.6,22,84,5,6,295
3/31/2016,30.2,23.7,19.5,80,17,7.3,240
4/1/2016,26.5,22.3,18.5,81,5,6.3,246
4/2/2016,30.2,25.3,18.6,69,1,4.7,283
4/3/2016,24.9,23,22.1,94,0,5.2,245
4/4/2016,28.5,24.5,22.4,91,35,3.8,200
4/5/2016,24.8,21.9,23,95,32,4.7,171
4/6/2016,29.1,24.3,20,84,166,4.7,234
4/7/2016,32.8,27.5,20.2,79,14,5,238
4/8/2016,31.3,25.2,21,80,1,7,286
4/9/2016,32.7,27.7,18.6,79,66,2,298
4/10/2016,34.2,28.4,23.2,81,10,3,267
4/11/2016,34.4,28.4,25.7,75,0,6.5,288
4/12/2016,34.8,29.3,23.5,71,6,5.7,304
4/13/2016,35.5,27.1,24.2,71,2,6,264
4/14/2016,30.3,25.1,19.5,74,32,5.2,283
4/15/2016,30.2,25.2,20,77,34,3,261
4/16/2016,27.8,22.5,19.5,92,13,8,87
4/17/2016,28,23.5,20.4,88,153,6.6,190
4/18/2016,29.2,25.9,21.8,86,67,3.8,249
4/19/2016,28.8,24.7,22.6,83,0,5.2,265
4/20/2016,30.3,25.9,22.2,88,16,3.7,247
4/21/2016,34.1,26.5,23.3,82,0,11.5,93
4/22/2016,30.3,24.5,20.9,90,146,4.2,166
4/23/2016,34,27.3,21.7,80,59,3,195
4/24/2016,32.2,27.9,22.7,79,0,5,260
4/25/2016,30.7,25.8,21.7,77,13,5,310
4/26/2016,32,27.1,21.3,81,109,4.8,300
4/27/2016,32.4,27.9,23.2,79,2,3,324
4/28/2016,33,27.9,23.2,79,4,3.7,310
4/29/2016,32.5,27.6,19.9,71,18,5.5,316
4/30/2016,34.5,28.7,24,76,0,3.7,307
5/1/2016,31.6,26.3,20,71,32,4.7,200
5/2/2016,28.3,24.3,21.3,78,1,3.8,234
5/3/2016,31.6,26.9,21.6,66,1,3,320
5/4/2016,30.5,25.1,22.5,79,2,4.5,279
5/5/2016,32.6,26.9,22.8,76,12,4.3,272
5/6/2016,28.4,24.4,20.2,82,6,3,254
5/7/2016,29.4,25,22.8,83,6,2.7,264
5/8/2016,34.3,28.5,22.8,69,3,2,305
5/9/2016,35.6,28.7,24.2,70,0,2.5,321
5/10/2016,35.6,30.1,24.6,69,0,2.5,280
5/11/2016,35,30.3,26.4,73,0,2,320
5/12/2016,35.7,28.1,26,76,0,2.5,253
5/13/2016,27.8,23.4,22.3,92,6,2.8,208
5/14/2016,31.9,26.5,21.7,80,23,4,282
5/15/2016,26.7,24.2,21.9,88,25,3.8,251
5/16/2016,29.5,25,20.5,89,48,6,243
5/17/2016,29.8,24.5,22.8,97,11,3,177
5/18/2016,28.1,25,22.5,90,182,4,287
5/19/2016,29,25.2,22,85,119,3,269
5/20/2016,29.5,25.9,23.2,88,4,3,265
5/21/2016,25.5,24,23.8,94,40,15.3,148
5/22/2016,30.3,26.5,22.6,85,48,3,281
5/23/2016,34,29.3,24.7,81,5,2,295
5/24/2016,34,28.7,26.4,82,0,2,323
5/25/2016,33.7,27.9,24,79,29,6,236
5/26/2016,34,28.2,24,72,2,3,313
5/27/2016,31,25.5,24.3,91,1,2,280
5/28/2016,27.5,25,22.9,92,73,5,281
5/29/2016,31.4,27.6,23.2,83,19,3.3,310
5/30/2016,33,27.1,25.2,85,0,2,304
5/31/2016,33.5,27.4,25,82,5,5.5,291
6/1/2016,34,29.1,24.8,77,0,3.5,326
6/2/2016,35.1,30.1,25.7,74,0,2,293
6/3/2016,35.7,30.5,26.7,75,0,4.5,320
6/4/2016,35.6,30.6,25.7,74,0,3.5,301
6/5/2016,34.8,30.3,26.1,76,0,3.5,328
6/6/2016,35.2,29.5,25,79,3,4,317
6/7/2016,29,25.9,23.2,92,14,2,310
6/8/2016,32.4,28,23.5,87,97,6,311
6/9/2016,32.2,28.1,25.7,82,50,3.7,318
6/10/2016,35.2,29,25.2,81,17,2,340
6/11/2016,32.8,28.7,26.5,80,18,3,337
6/12/2016,27.5,26.3,25.8,88,0,2.5,330
6/13/2016,30.6,27.2,24.1,86,0,4.5,327
6/14/2016,32,28,24.5,84,1,3,325
6/15/2016,31.1,27.6,24.5,86,41,2,333
6/16/2016,33,27.7,25.5,87,3,3,329
6/17/2016,32,27.8,25.3,88,9,2,332
6/18/2016,34.7,29,26.3,83,1,9,326
6/19/2016,32.9,28,26,86,3,4,351
6/20/2016,33.2,28.1,25.6,87,23,6,339
6/21/2016,32.7,28.1,24.6,86,55,4.7,331
6/22/2016,30.8,27.2,25.3,94,67,3,360
6/23/2016,29.5,26.8,25.5,95,61,5,321
6/24/2016,33.1,28,24.5,90,46,3,355
6/25/2016,35.7,30.9,25.9,79,36,3.5,368
6/26/2016,35.8,30.8,27.4,80,0,3,366
6/27/2016,35,30.3,25.7,79,76,2,330
6/28/2016,35.6,30.1,26.6,80,3,2,345
6/29/2016,34,29.3,26.5,85,31,2,357
6/30/2016,33.4,29.6,27.3,82,2,2,361
7/1/2016,35,29.5,27.2,83,1,3,338
7/2/2016,33.3,27.9,26,90,62,4,326
7/3/2016,32.8,28,26.4,90,24,5.3,330
7/4/2016,30,27.2,26,93,37,2.7,340
7/5/2016,30,27.8,25.1,88,11,6,333
7/6/2016,31.8,27.6,26,91,11,3,326
7/7/2016,35.2,30,26,82,42,5,294
7/8/2016,35,29.5,26.2,86,20,5,294
7/9/2016,35,29,25.6,83,83,2.3,328
7/10/2016,34.4,29.3,26.3,79,7,2.5,346
7/11/2016,35,29.9,25.9,78,9,2.5,346
7/12/2016,33.9,29,27.3,84,0,4,344
7/13/2016,32.5,27.9,26.1,90,22,4.5,338
7/14/2016,34.5,29.7,26.4,82,9,2,344
7/15/2016,33.5,28.8,26.9,84,5,3,353
7/16/2016,29.9,26.9,25.5,93,3,7.5,321
7/17/2016,33.3,28.1,25.4,84,10,6,312
7/18/2016,29.6,26.4,25.1,93,3,5.5,318
7/19/2016,28,26.4,25.5,95,11,3,320
7/20/2016,30.8,27.2,25,93,37,4,343
7/21/2016,32.4,27.2,26,90,13,2.5,338
7/22/2016,30.8,26.9,25.5,91,2,2.5,310
7/23/2016,32,26.9,24.2,90,34,4.5,315
7/24/2016,29.6,26.4,25.4,94,37,3.5,334
7/25/2016,29,26,25.4,94,17,2.5,321
7/26/2016,32.1,27.1,23.7,86,10,3.5,332
7/27/2016,34,28.6,25,82,0,2,355
7/28/2016,33.7,28.8,25,84,1,2,334
7/29/2016,34.3,28.5,26.7,88,0,5,341
7/30/2016,33.5,28.8,25.6,84,6,2,334
7/31/2016,35.3,30.5,25.6,72,4,6,325
8/1/2016,35.5,31,26.6,70,0,4,355
8/2/2016,36.4,31.9,27.6,67,0,3.7,349
8/3/2016,37.6,31.7,27.6,74,0,3,308
8/4/2016,36.6,31,26.6,76,13,4.3,370
8/5/2016,35,29.4,24.8,82,87,3.3,362
8/6/2016,34.7,29.2,25.5,82,12,2.5,351
8/7/2016,34.2,28.9,25.5,83,2,3,356
8/8/2016,35.4,29.6,26.4,83,29,5,310
8/9/2016,33.7,28.2,25.7,83,43,3.3,360
8/10/2016,31,27.7,25.5,89,4,5,327
8/11/2016,34.8,29.4,26.3,82,8,2,345
8/12/2016,35.2,29.9,26.9,81,0,2,346
8/13/2016,33.9,29.8,26.3,84,14,4,362
8/14/2016,34,29.5,26.7,86,1,2,370
8/15/2016,33.5,28.9,25.3,83,2,3.5,364
8/16/2016,36,30,24.3,76,23,3.5,339
8/17/2016,35.2,30.2,27.3,80,0,3,344
8/18/2016,34.3,29.3,25.5,83,0,3,312
8/19/2016,32.6,28.8,26.8,88,4,2,331
8/20/2016,31.9,28.7,26.2,89,24,3.5,346
8/21/2016,33.2,27.6,27.1,86,4,6,350
8/22/2016,34.5,29.5,24.3,72,3,2.3,356
8/23/2016,33.5,29.5,26.5,80,0,2,358
8/24/2016,36.3,31.4,26.4,76,0,2,370
8/25/2016,36.9,30.2,28.4,78,0,5,356
8/26/2016,35.6,30,25.4,78,2,3,366
8/27/2016,33.8,29.9,26.8,84,0,2,340
8/28/2016,31.8,28.3,27.3,87,0,5,206
8/29/2016,35,29.2,26.2,84,0,3,360
8/30/2016,33,28.5,26,87,15,3,340
8/31/2016,28.7,26.2,24.8,96,106,9,345
9/1/2016,30.8,27.1,25,94,86,3.5,330
9/2/2016,32.3,27.8,25.3,90,35,4,320
9/3/2016,33.1,28.6,26,84,0,3,335
9/4/2016,33.6,28.8,25.8,83,19,2.8,320
9/5/2016,33.8,29.1,26.7,80,0,3,325
9/6/2016,35.5,29.4,25.5,79,0,3,300
9/7/2016,34.2,29.7,26.7,81,12,3,375
9/8/2016,34.2,28.8,27,84,4,2.7,355
9/9/2016,34.9,29.3,25.8,79,22,4,342
9/10/2016,32.8,29,26.7,80,0,2.5,359
9/11/2016,31,27.5,24.8,90,106,3,349
9/12/2016,34,29,26.3,84,21,3,266
9/13/2016,32,27.5,25.1,87,11,2.7,340
9/14/2016,31.5,27.5,24.8,88,4,2.5,290
9/15/2016,34.5,29.2,25.2,81,0,2.3,335
9/16/2016,34.7,29.8,26.2,82,0,2,335
9/17/2016,34.5,29.7,26.8,83,0,4,348
9/18/2016,27.8,26.2,25.8,96,35,9,340
9/19/2016,33,27.5,25.1,88,92,4,329
9/20/2016,30.6,26.2,25.7,93,4,3.3,330
9/21/2016,34.6,28.2,24.3,81,27,2,339
9/22/2016,34.4,28.8,24.3,82,44,3,339
9/23/2016,32.7,27.9,24.9,86,0,2,335
9/24/2016,33.6,28.4,25.7,84,1,4,311
9/25/2016,33,28.5,24.6,82,18,2,349
9/26/2016,33,28.2,24.6,83,7,3,342
9/27/2016,34.9,29.5,26.3,80,0,5,358
9/28/2016,34.6,29.2,26.5,83,0,3,343
9/29/2016,33.8,28.4,22.8,82,11,4,371
9/30/2016,35.2,30.2,24.2,79,2,2.5,373
10/1/2016,33.6,28.9,26.6,84,0,2.5,332
10/2/2016,35,28.9,27,83,0,3.7,364
10/3/2016,36,30.5,25.9,79,4,2,360
10/4/2016,36.2,30.1,27.3,79,0,2,349
10/5/2016,34,29.1,25.5,81,0,2,345
10/6/2016,33,28.8,25.7,86,0,6,340
10/7/2016,30,27.2,26.5,89,1,2.5,246
10/8/2016,33.3,28.2,25.2,87,6,2.5,346
10/9/2016,31.4,27.1,25,92,7,3,351
10/10/2016,31.6,26.8,25.4,92,10,2,334
10/11/2016,31,26.9,24.3,83,55,2.3,316
10/12/2016,27.7,25.5,23.9,94,24,2,293
10/13/2016,32.8,26.9,23.8,86,44,2,304
10/14/2016,33.5,28.2,23.7,78,0,3,342
10/15/2016,35.2,29,25.1,78,0,2,360
10/16/2016,35.6,29.2,25.1,77,0,2.3,374
10/17/2016,36.2,29.4,24.4,74,0,2,360
10/18/2016,35.5,29.1,25,76,0,3,365
10/19/2016,35,28.2,23.6,76,0,6,358
10/20/2016,34.6,27.7,23.3,79,0,3.3,356
10/21/2016,34.3,27.1,22.7,75,0,2,319
10/22/2016,33.1,26.1,22,75,0,2.4,347
10/23/2016,33.8,26.4,21.3,71,0,4,348
10/24/2016,33.8,28.2,21.3,72,0,3,339
10/25/2016,34,28.7,24.5,75,0,4,350
10/26/2016,31.9,28.3,24.8,78,0,2,358
10/27/2016,26.9,25.1,25.7,93,0,2.5,277
10/28/2016,28.5,25,23.3,88,7,3.5,286
10/29/2016,33,27.1,23.1,78,0,2,336
10/30/2016,33.8,27.5,23.2,76,0,2.2,342
10/31/2016,34.3,27.9,23.8,75,0,3,343
11/1/2016,34.2,28.1,23.9,70,0,2,322
11/2/2016,34.1,28.2,24.3,71,0,3,259
11/3/2016,34.4,28.4,23.4,69,0,4,335
11/4/2016,26.8,23.2,24.5,91,0,7,266
11/5/2016,25.8,22.4,21.5,91,29,4.7,249
11/6/2016,23.5,21,18.9,95,44,7.3,254
11/7/2016,27.2,23.7,19.4,93,33,6,278
11/8/2016,29.6,24.5,22,86,2,4,299
11/9/2016,31,24.3,19.5,73,0,2,293
11/10/2016,32.2,25.6,20.3,74,0,2,296
11/11/2016,31.6,25.3,21.1,81,0,2,278
11/12/2016,30.3,24.1,20.6,80,0,2,288
11/13/2016,29.4,23.9,20,82,0,2,292
11/14/2016,30.5,24.1,20.3,79,0,3,285
11/15/2016,31.2,24.3,20.1,79,0,4,281
11/16/2016,30,24.3,20.3,78,0,4,283
11/17/2016,31,23.5,19.8,73,0,2.5,274
11/18/2016,30.7,22.3,17.8,69,0,3,254
11/19/2016,29.3,21.4,15.7,70,0,5,269
11/20/2016,28.1,20.7,15.9,67,0,3,258
11/21/2016,28.8,21.2,15.7,72,0,2,257
11/22/2016,28.6,21.2,16.3,75,0,4,260
11/23/2016,29,21.7,16.9,78,0,3.5,255
11/24/2016,28.3,21.1,17.1,79,0,5,257
11/25/2016,27.3,20.9,16.5,80,0,3,261
11/26/2016,29.1,21.9,17.4,78,0,3.2,268
11/27/2016,29.2,22.3,18,77,0,5.5,262
11/28/2016,29,22.1,17.7,79,0,2,261
11/29/2016,28.4,22.2,17,75,0,2.8,264
11/30/2016,29.1,22.3,18.2,73,0,3.7,272
12/1/2016,29.5,22.2,17.9,74,0,4.3,274
12/2/2016,29.8,22.2,18,73,0,2.5,250
12/3/2016,30.3,22.7,17,74,0,3,264
12/4/2016,30.5,23,17.5,67,0,2.8,254
12/5/2016,31,22.5,17.3,65,0,2,266
12/6/2016,30.2,22,16.7,63,0,2.7,260
12/7/2016,29.5,21.5,17.3,63,0,8,286
12/8/2016,29.5,21,16,67,0,4,268
12/9/2016,28.5,20.7,15.7,67,0,2,247
12/10/2016,29.2,21.1,14.5,64,0,2.3,259
12/11/2016,30.5,20.9,14.8,68,0,4.5,254
12/12/2016,29.1,20.5,14.5,76,0,4,263
12/13/2016,27.7,20.4,15,76,0,3,258
12/14/2016,28,20.3,14.9,76,0,2,262
12/15/2016,28.1,20.3,15.3,75,0,2.3,267
12/16/2016,28,20.9,15.4,64,0,4.7,242
12/17/2016,28.7,21.6,16,71,0,2.2,262
12/18/2016,27,20.7,16.7,79,0,2,261
12/19/2016,27.5,20.4,14.9,79,0,3,257
12/20/2016,26,20.1,17,87,0,2,258
12/21/2016,25.8,20.1,17.4,91,0,4,260
12/22/2016,28.1,21.9,16.6,79,0,2,268
12/23/2016,28.7,21.9,17.5,77,0,2.2,260
12/24/2016,29,21.5,17.5,81,0,2,265
12/25/2016,29.4,21.9,18.1,77,0,3.7,259
12/26/2016,28.2,21.4,17.5,81,0,2.2,248
12/27/2016,26,20.2,17.3,80,5,2,256
12/28/2016,28.1,20.3,14.6,73,0,2,263
12/29/2016,28.9,21,14.7,63,0,3.2,264
12/30/2016,28.1,21.2,15.5,67,0,3,245
12/31/2016,28.2,20.9,16.4,79,0,2,268
1/1/2017,28.7,20.7,16.4,77,0,3.5,265
1/2/2017,28.5,21.1,15.5,71,0,2,259
1/3/2017,28.2,20.8,15,71,0,2.5,257
1/4/2017,28.4,20.9,15.2,74,0,2,266
1/5/2017,28.6,20.2,14.9,71,0,2,259
1/6/2017,27.9,19.3,14.4,83,0,6,249
1/7/2017,27.5,20.3,15,79,0,4,268
1/8/2017,27.5,20,14.5,72,0,2,259
1/9/2017,27.5,19.6,14.9,76,0,2.3,271
1/10/2017,27.2,19.5,14.9,72,0,3.3,253
1/11/2017,26.6,18.4,12.6,72,0,2,265
1/12/2017,25.6,18.2,13.2,75,0,2,266
1/13/2017,24.6,17.4,13,68,0,2.5,251
1/14/2017,25.7,17.2,10.3,70,0,2,260
1/15/2017,27.2,18.5,12.5,67,0,2.5,262
1/16/2017,26.3,17.8,12.6,73,0,2,265
1/17/2017,26.5,18,13,74,0,2,263
1/18/2017,27.2,19.1,13,71,0,3,265
1/19/2017,28.6,20.1,14.4,67,0,4,260
1/20/2017,27.6,19.6,14.4,71,0,5.5,257
1/21/2017,28.8,19.8,13.1,65,0,5,264
1/22/2017,29.5,20,13.9,65,0,2.5,255
1/23/2017,28.6,19.8,13.6,67,0,4.5,254
1/24/2017,29.9,20.9,14.7,62,0,3.7,264
1/25/2017,31,21.9,14.5,54,0,2,277
1/26/2017,31.4,22.7,15.8,55,0,4.7,263
1/27/2017,28.5,21,17,73,0,5,264
1/28/2017,25.2,19.8,15.4,79,0,3,254
1/29/2017,28,20.2,15,79,0,2,271
